Training Naive Bayes classifier with tfidf mode...
Naive Bayes training complete.

=Performance Metrics:
Confusion Matrix:
[977, 2023]
[257, 925]
Accuracy: 0.4548
Precision: 0.7917
Recall: 0.3257
F1 Score: 0.4615

Predictions Log:
Doc ID, Predicted Class, Actual Class
1636, positive, negative
1637, positive, negative
1638, negative, negative
1639, positive, negative
1640, negative, negative
1641, positive, negative
1642, positive, negative
1643, negative, negative
1644, negative, negative
1645, positive, negative
1646, positive, negative
1647, positive, negative
1648, positive, negative
1649, negative, negative
1650, positive, negative
1651, positive, negative
1652, negative, negative
1653, negative, negative
1654, negative, negative
1655, positive, negative
1656, positive, negative
1657, positive, negative
1658, positive, negative
1659, positive, negative
1660, negative, negative
1661, negative, negative
1662, positive, negative
1663, negative, negative
1664, negative, negative
1665, positive, negative
1666, positive, negative
1667, negative, negative
1668, positive, negative
1669, positive, negative
1670, negative, negative
1671, positive, negative
1672, negative, negative
1673, positive, negative
1674, negative, negative
1675, negative, negative
1676, positive, negative
1677, positive, negative
1678, negative, negative
1679, positive, negative
1680, positive, negative
1681, negative, negative
1682, positive, negative
1683, positive, negative
1684, positive, negative
1685, negative, negative
1686, positive, negative
1687, positive, negative
1688, negative, negative
1689, positive, negative
1690, positive, negative
1691, negative, negative
1692, negative, negative
1693, positive, negative
1694, positive, negative
1695, positive, negative
1696, positive, negative
1697, negative, negative
1698, positive, negative
1699, positive, negative
1700, positive, negative
1701, negative, negative
1702, negative, negative
1703, positive, negative
1704, negative, negative
1705, positive, negative
1706, positive, negative
1707, positive, negative
1708, positive, negative
1709, positive, negative
1710, positive, negative
1711, positive, negative
1712, positive, negative
1713, negative, negative
1714, positive, negative
1715, positive, negative
1716, positive, negative
1717, positive, negative
1718, positive, negative
1719, negative, negative
1720, negative, negative
1721, negative, negative
1722, positive, negative
1723, positive, negative
1724, negative, negative
1725, negative, negative
1726, positive, negative
1727, positive, negative
1728, positive, negative
1729, positive, negative
1730, positive, negative
1731, positive, negative
1732, positive, negative
1733, positive, negative
1734, positive, negative
1735, positive, negative
1736, positive, negative
1737, positive, negative
1738, negative, negative
1739, positive, negative
1740, positive, negative
1741, positive, negative
1742, negative, negative
1743, positive, negative
1744, positive, negative
1745, positive, negative
1746, negative, negative
1747, positive, negative
1748, positive, negative
1749, negative, negative
1750, positive, negative
1751, positive, negative
1752, positive, negative
1753, positive, negative
1754, negative, negative
1755, positive, negative
1756, positive, negative
1757, positive, negative
1758, negative, negative
1759, positive, negative
1760, negative, negative
1761, positive, negative
1762, negative, negative
1763, positive, negative
1764, negative, negative
1765, negative, negative
1766, negative, negative
1767, positive, negative
1768, positive, negative
1769, negative, negative
1770, positive, negative
1771, negative, negative
1772, negative, negative
1773, positive, negative
1774, negative, negative
1775, positive, negative
1776, positive, negative
1777, positive, negative
1778, negative, negative
1779, positive, negative
1780, negative, negative
1781, positive, negative
1782, positive, negative
1783, positive, negative
1784, negative, negative
1785, negative, negative
1786, positive, negative
1787, positive, negative
1788, positive, negative
1789, positive, negative
1790, positive, negative
1791, positive, negative
1792, positive, negative
1793, negative, negative
1794, negative, negative
1795, positive, negative
1796, negative, negative
1797, positive, negative
1798, positive, negative
1799, positive, negative
1800, positive, negative
1801, positive, negative
1802, positive, negative
1803, negative, negative
1804, positive, negative
1805, positive, negative
1806, positive, negative
1807, negative, negative
1808, positive, negative
1809, positive, negative
1810, positive, negative
1811, negative, negative
1812, positive, negative
1813, negative, negative
1814, positive, negative
1815, negative, negative
1816, positive, negative
1817, negative, negative
1818, positive, negative
1819, positive, negative
1820, positive, negative
1821, positive, negative
1822, positive, negative
1823, positive, negative
1824, positive, negative
1825, positive, negative
1826, positive, negative
1827, positive, negative
1828, positive, negative
1829, positive, negative
1830, positive, negative
1831, positive, negative
1832, positive, negative
1833, negative, negative
1834, positive, negative
1835, negative, negative
1836, positive, negative
1837, positive, negative
1838, positive, negative
1839, negative, negative
1840, positive, negative
1841, positive, negative
1842, negative, negative
1843, positive, negative
1844, positive, negative
1845, positive, negative
1846, positive, negative
1847, negative, negative
1848, positive, negative
1849, negative, negative
1850, positive, negative
1851, positive, negative
1852, negative, negative
1853, positive, negative
1854, positive, negative
1855, positive, negative
1856, negative, negative
1857, negative, negative
1858, negative, negative
1859, negative, negative
1860, negative, negative
1861, positive, negative
1862, positive, negative
1863, positive, negative
1864, positive, negative
1865, positive, negative
1866, positive, negative
1867, negative, negative
1868, negative, negative
1869, negative, negative
1870, negative, negative
1871, positive, negative
1872, positive, negative
1873, negative, negative
1874, negative, negative
1875, positive, negative
1876, positive, negative
1877, positive, negative
1878, positive, negative
1879, negative, negative
1880, positive, negative
1881, positive, negative
1882, negative, negative
1883, positive, negative
1884, negative, negative
1885, positive, negative
1886, positive, negative
1887, positive, negative
1888, negative, negative
1889, positive, negative
1890, positive, negative
1891, positive, negative
1892, positive, negative
1893, positive, negative
1894, positive, negative
1895, negative, negative
1896, negative, negative
1897, positive, negative
1898, negative, negative
1899, positive, negative
1900, negative, negative
1901, positive, negative
1902, negative, negative
1903, negative, negative
1904, negative, negative
1905, negative, negative
1906, positive, negative
1907, negative, negative
1908, negative, negative
1909, negative, negative
1910, positive, negative
1911, negative, negative
1912, positive, negative
1913, positive, negative
1914, positive, negative
1915, positive, negative
1916, positive, negative
1917, positive, negative
1918, positive, negative
1919, negative, negative
1920, positive, negative
1921, positive, negative
1922, positive, negative
1923, positive, negative
1924, negative, negative
1925, negative, negative
1926, positive, negative
1927, positive, negative
1928, negative, negative
1929, negative, negative
1930, positive, negative
1931, positive, negative
1932, positive, negative
1933, positive, negative
1934, positive, negative
1935, positive, negative
1936, negative, negative
1937, negative, negative
1938, negative, negative
1939, positive, negative
1940, positive, negative
1941, negative, negative
1942, positive, negative
1943, positive, negative
1944, positive, negative
1945, positive, negative
1946, positive, negative
1947, positive, negative
1948, negative, negative
1949, positive, negative
1950, positive, negative
1951, positive, negative
1952, positive, negative
1953, positive, negative
1954, positive, negative
1955, positive, negative
1956, positive, negative
1957, negative, negative
1958, negative, negative
1959, positive, negative
1960, positive, negative
1961, positive, negative
1962, negative, negative
1963, negative, negative
1964, positive, negative
1965, negative, negative
1966, positive, negative
1967, negative, negative
1968, positive, negative
1969, positive, negative
1970, positive, negative
1971, positive, negative
1972, positive, negative
1973, negative, negative
1974, positive, negative
1975, negative, negative
1976, positive, negative
1977, positive, negative
1978, positive, negative
1979, positive, negative
1980, positive, negative
1981, negative, negative
1982, positive, negative
1983, positive, negative
1984, negative, negative
1985, positive, negative
1986, positive, negative
1987, negative, negative
1988, positive, negative
1989, positive, negative
1990, positive, negative
1991, positive, negative
1992, positive, negative
1993, negative, negative
1994, negative, negative
1995, positive, negative
1996, positive, negative
1997, negative, negative
1998, positive, negative
1999, negative, negative
2000, negative, negative
2001, positive, negative
2002, negative, negative
2003, positive, negative
2004, positive, negative
2005, positive, negative
2006, negative, negative
2007, negative, negative
2008, positive, negative
2009, positive, negative
2010, positive, negative
2011, positive, negative
2012, negative, negative
2013, positive, negative
2014, positive, negative
2015, positive, negative
2016, positive, negative
2017, negative, negative
2018, positive, negative
2019, negative, negative
2020, negative, negative
2021, positive, negative
2022, positive, negative
2023, positive, negative
2024, negative, negative
2025, positive, negative
2026, positive, negative
2027, positive, negative
2028, positive, negative
2029, positive, negative
2030, positive, negative
2031, negative, negative
2032, positive, negative
2033, positive, negative
2034, positive, negative
2035, positive, negative
2036, negative, negative
2037, positive, negative
2038, positive, negative
2039, positive, negative
2040, positive, negative
2041, positive, negative
2042, positive, negative
2043, negative, negative
2044, positive, negative
2045, positive, negative
2046, positive, negative
2047, positive, negative
2048, negative, negative
2049, negative, negative
2050, positive, negative
2051, positive, negative
2052, negative, negative
2053, positive, negative
2054, positive, negative
2055, positive, negative
2056, negative, negative
2057, positive, negative
2058, positive, negative
2059, positive, negative
2060, positive, negative
2061, positive, negative
2062, positive, negative
2063, positive, negative
2064, positive, negative
2065, negative, negative
2066, negative, negative
2067, positive, negative
2068, positive, negative
2069, positive, negative
2070, positive, negative
2071, negative, negative
2072, negative, negative
2073, positive, negative
2074, negative, negative
2075, positive, negative
2076, positive, negative
2077, negative, negative
2078, positive, negative
2079, negative, negative
2080, negative, negative
2081, negative, negative
2082, positive, negative
2083, positive, negative
2084, positive, negative
2085, positive, negative
2086, negative, negative
2087, positive, negative
2088, positive, negative
2089, positive, negative
2090, negative, negative
2091, positive, negative
2092, negative, negative
2093, positive, negative
2094, positive, negative
2095, positive, negative
2096, positive, negative
2097, positive, negative
2098, negative, negative
2099, positive, negative
2100, positive, negative
2101, positive, negative
2102, positive, negative
2103, negative, negative
2104, positive, negative
2105, positive, negative
2106, negative, negative
2107, positive, negative
2108, positive, negative
2109, positive, negative
2110, positive, negative
2111, positive, negative
2112, negative, negative
2113, positive, negative
2114, positive, negative
2115, positive, negative
2116, positive, negative
2117, positive, negative
2118, negative, negative
2119, positive, negative
2120, positive, negative
2121, positive, negative
2122, positive, negative
2123, negative, negative
2124, positive, negative
2125, negative, negative
2126, negative, negative
2127, negative, negative
2128, positive, negative
2129, positive, negative
2130, positive, negative
2131, negative, negative
2132, positive, negative
2133, positive, negative
2134, negative, negative
2135, negative, negative
2136, positive, negative
2137, positive, negative
2138, positive, negative
2139, negative, negative
2140, positive, negative
2141, positive, negative
2142, positive, negative
2143, positive, negative
2144, negative, negative
2145, positive, negative
2146, positive, negative
2147, negative, negative
2148, positive, negative
2149, negative, negative
2150, negative, negative
2151, positive, negative
2152, negative, negative
2153, positive, negative
2154, positive, negative
2155, positive, negative
2156, negative, negative
2157, positive, negative
2158, positive, negative
2159, negative, negative
2160, positive, negative
2161, negative, negative
2162, positive, negative
2163, negative, negative
2164, positive, negative
2165, positive, negative
2166, negative, negative
2167, positive, negative
2168, positive, negative
2169, positive, negative
2170, negative, negative
2171, positive, negative
2172, positive, negative
2173, negative, negative
2174, positive, negative
2175, positive, negative
2176, positive, negative
2177, positive, negative
2178, positive, negative
2179, negative, negative
2180, positive, negative
2181, negative, negative
2182, positive, negative
2183, positive, negative
2184, negative, negative
2185, positive, negative
2186, positive, negative
2187, positive, negative
2188, negative, negative
2189, positive, negative
2190, positive, negative
2191, positive, negative
2192, positive, negative
2193, positive, negative
2194, negative, negative
2195, positive, negative
2196, negative, negative
2197, positive, negative
2198, negative, negative
2199, negative, negative
2200, positive, negative
2201, negative, negative
2202, negative, negative
2203, positive, negative
2204, negative, negative
2205, negative, negative
2206, positive, negative
2207, positive, negative
2208, positive, negative
2209, positive, negative
2210, positive, negative
2211, positive, negative
2212, positive, negative
2213, negative, negative
2214, negative, negative
2215, positive, negative
2216, negative, negative
2217, positive, negative
2218, negative, negative
2219, negative, negative
2220, positive, negative
2221, positive, negative
2222, positive, negative
2223, positive, negative
2224, negative, negative
2225, positive, negative
2226, positive, negative
2227, positive, negative
2228, negative, negative
2229, negative, negative
2230, negative, negative
2231, positive, negative
2232, positive, negative
2233, positive, negative
2234, negative, negative
2235, positive, negative
2236, negative, negative
2237, positive, negative
2238, negative, negative
2239, negative, negative
2240, negative, negative
2241, positive, negative
2242, positive, negative
2243, positive, negative
2244, positive, negative
2245, positive, negative
2246, negative, negative
2247, positive, negative
2248, positive, negative
2249, positive, negative
2250, positive, negative
2251, negative, negative
2252, positive, negative
2253, positive, negative
2254, positive, negative
2255, positive, negative
2256, negative, negative
2257, negative, negative
2258, positive, negative
2259, positive, negative
2260, positive, negative
2261, negative, negative
2262, positive, negative
2263, positive, negative
2264, positive, negative
2265, negative, negative
2266, negative, negative
2267, positive, negative
2268, positive, negative
2269, positive, negative
2270, positive, negative
2271, negative, negative
2272, positive, negative
2273, positive, negative
2274, positive, negative
2275, positive, negative
2276, negative, negative
2277, positive, negative
2278, negative, negative
2279, positive, negative
2280, negative, negative
2281, negative, negative
2282, negative, negative
2283, positive, negative
2284, positive, negative
2285, positive, negative
2286, negative, negative
2287, positive, negative
2288, positive, negative
2289, positive, negative
2290, positive, negative
2291, positive, negative
2292, positive, negative
2293, positive, negative
2294, positive, negative
2295, positive, negative
2296, positive, negative
2297, positive, negative
2298, positive, negative
2299, positive, negative
2300, positive, negative
2301, positive, negative
2302, negative, negative
2303, positive, negative
2304, positive, negative
2305, positive, negative
2306, positive, negative
2307, positive, negative
2308, positive, negative
2309, negative, negative
2310, positive, negative
2311, positive, negative
2312, positive, negative
2313, positive, negative
2314, positive, negative
2315, positive, negative
2316, positive, negative
2317, positive, negative
2318, negative, negative
2319, negative, negative
2320, positive, negative
2321, positive, negative
2322, positive, negative
2323, negative, negative
2324, positive, negative
2325, positive, negative
2326, positive, negative
2327, positive, negative
2328, negative, negative
2329, negative, negative
2330, negative, negative
2331, positive, negative
2332, negative, negative
2333, positive, negative
2334, positive, negative
2335, positive, negative
2336, positive, negative
2337, negative, negative
2338, positive, negative
2339, positive, negative
2340, negative, negative
2341, negative, negative
2342, negative, negative
2343, negative, negative
2344, negative, negative
2345, positive, negative
2346, positive, negative
2347, positive, negative
2348, negative, negative
2349, positive, negative
2350, positive, negative
2351, positive, negative
2352, positive, negative
2353, positive, negative
2354, negative, negative
2355, positive, negative
2356, positive, negative
2357, negative, negative
2358, positive, negative
2359, positive, negative
2360, negative, negative
2361, positive, negative
2362, positive, negative
2363, negative, negative
2364, positive, negative
2365, positive, negative
2366, negative, negative
2367, negative, negative
2368, positive, negative
2369, negative, negative
2370, positive, negative
2371, negative, negative
2372, positive, negative
2373, positive, negative
2374, positive, negative
2375, positive, negative
2376, negative, negative
2377, negative, negative
2378, positive, negative
2379, positive, negative
2380, positive, negative
2381, positive, negative
2382, positive, negative
2383, positive, negative
2384, negative, negative
2385, negative, negative
2386, positive, negative
2387, positive, negative
2388, positive, negative
2389, negative, negative
2390, negative, negative
2391, negative, negative
2392, negative, negative
2393, negative, negative
2394, positive, negative
2395, positive, negative
2396, positive, negative
2397, positive, negative
2398, positive, negative
2399, positive, negative
2400, negative, negative
2401, positive, negative
2402, positive, negative
2403, positive, negative
2404, positive, negative
2405, negative, negative
2406, positive, negative
2407, negative, negative
2408, negative, negative
2409, positive, negative
2410, positive, negative
2411, positive, negative
2412, negative, negative
2413, positive, negative
2414, negative, negative
2415, positive, negative
2416, positive, negative
2417, positive, negative
2418, positive, negative
2419, positive, negative
2420, positive, negative
2421, positive, negative
2422, positive, negative
2423, positive, negative
2424, positive, negative
2425, positive, negative
2426, positive, negative
2427, positive, negative
2428, negative, negative
2429, negative, negative
2430, negative, negative
2431, positive, negative
2432, negative, negative
2433, negative, negative
2434, positive, negative
2435, positive, negative
2436, negative, negative
2437, positive, negative
2438, positive, negative
2439, negative, negative
2440, positive, negative
2441, positive, negative
2442, positive, negative
2443, positive, negative
2444, positive, negative
2445, negative, negative
2446, positive, negative
2447, positive, negative
2448, positive, negative
2449, negative, negative
2450, negative, negative
2451, positive, negative
2452, positive, negative
2453, positive, negative
2454, positive, negative
2455, positive, negative
2456, positive, negative
2457, negative, negative
2458, positive, negative
2459, positive, negative
2460, negative, negative
2461, positive, negative
2462, negative, negative
2463, positive, negative
2464, negative, negative
2465, positive, negative
2466, positive, negative
2467, positive, negative
2468, positive, negative
2469, positive, negative
2470, positive, negative
2471, positive, negative
2472, negative, negative
2473, negative, negative
2474, positive, negative
2475, positive, negative
2476, positive, negative
2477, positive, negative
2478, negative, negative
2479, positive, negative
2480, negative, negative
2481, negative, negative
2482, positive, negative
2483, positive, negative
2484, positive, negative
2485, positive, negative
2486, positive, negative
2487, positive, negative
2488, positive, negative
2489, negative, negative
2490, positive, negative
2491, negative, negative
2492, positive, negative
2493, negative, negative
2494, positive, negative
2495, negative, negative
2496, positive, negative
2497, positive, negative
2498, positive, negative
2499, positive, negative
2500, positive, negative
2501, positive, negative
2502, positive, negative
2503, negative, negative
2504, positive, negative
2505, negative, negative
2506, positive, negative
2507, negative, negative
2508, negative, negative
2509, positive, negative
2510, negative, negative
2511, negative, negative
2512, positive, negative
2513, positive, negative
2514, positive, negative
2515, negative, negative
2516, negative, negative
2517, negative, negative
2518, positive, negative
2519, negative, negative
2520, positive, negative
2521, positive, negative
2522, negative, negative
2523, negative, negative
2524, positive, negative
2525, negative, negative
2526, positive, negative
2527, positive, negative
2528, positive, negative
2529, negative, negative
2530, positive, negative
2531, positive, negative
2532, negative, negative
2533, negative, negative
2534, positive, negative
2535, negative, negative
2536, positive, negative
2537, positive, negative
2538, positive, negative
2539, positive, negative
2540, positive, negative
2541, positive, negative
2542, positive, negative
2543, positive, negative
2544, positive, negative
2545, positive, negative
2546, positive, negative
2547, positive, negative
2548, positive, negative
2549, positive, negative
2550, positive, negative
2551, positive, negative
2552, negative, negative
2553, negative, negative
2554, negative, negative
2555, negative, negative
2556, positive, negative
2557, positive, negative
2558, positive, negative
2559, negative, negative
2560, positive, negative
2561, negative, negative
2562, positive, negative
2563, positive, negative
2564, negative, negative
2565, positive, negative
2566, positive, negative
2567, positive, negative
2568, negative, negative
2569, negative, negative
2570, negative, negative
2571, positive, negative
2572, positive, negative
2573, positive, negative
2574, positive, negative
2575, positive, negative
2576, negative, negative
2577, negative, negative
2578, positive, negative
2579, positive, negative
2580, positive, negative
2581, negative, negative
2582, positive, negative
2583, negative, negative
2584, positive, negative
2585, negative, negative
2586, positive, negative
2587, positive, negative
2588, positive, negative
2589, positive, negative
2590, positive, negative
2591, positive, negative
2592, negative, negative
2593, positive, negative
2594, positive, negative
2595, negative, negative
2596, negative, negative
2597, positive, negative
2598, positive, negative
2599, positive, negative
2600, negative, negative
2601, negative, negative
2602, positive, negative
2603, negative, negative
2604, positive, negative
2605, negative, negative
2606, positive, negative
2607, positive, negative
2608, positive, negative
2609, positive, negative
2610, positive, negative
2611, negative, negative
2612, negative, negative
2613, positive, negative
2614, positive, negative
2615, positive, negative
2616, negative, negative
2617, negative, negative
2618, positive, negative
2619, positive, negative
2620, positive, negative
2621, negative, negative
2622, negative, negative
2623, positive, negative
2624, positive, negative
2625, negative, negative
2626, positive, negative
2627, positive, negative
2628, positive, negative
2629, positive, negative
2630, positive, negative
2631, positive, negative
2632, negative, negative
2633, negative, negative
2634, negative, negative
2635, positive, negative
2636, negative, negative
2637, negative, negative
2638, negative, negative
2639, negative, negative
2640, negative, negative
2641, positive, negative
2642, positive, negative
2643, positive, negative
2644, positive, negative
2645, negative, negative
2646, negative, negative
2647, positive, negative
2648, negative, negative
2649, positive, negative
2650, positive, negative
2651, negative, negative
2652, positive, negative
2653, positive, negative
2654, positive, negative
2655, negative, negative
2656, positive, negative
2657, negative, negative
2658, positive, negative
2659, positive, negative
2660, negative, negative
2661, negative, negative
2662, positive, negative
2663, positive, negative
2664, positive, negative
2665, negative, negative
2666, negative, negative
2667, positive, negative
2668, negative, negative
2669, positive, negative
2670, positive, negative
2671, positive, negative
2672, positive, negative
2673, positive, negative
2674, positive, negative
2675, positive, negative
2676, positive, negative
2677, positive, negative
2678, negative, negative
2679, negative, negative
2680, positive, negative
2681, positive, negative
2682, positive, negative
2683, negative, negative
2684, positive, negative
2685, negative, negative
2686, negative, negative
2687, negative, negative
2688, positive, negative
2689, positive, negative
2690, positive, negative
2691, negative, negative
2692, positive, negative
2693, positive, negative
2694, positive, negative
2695, positive, negative
2696, negative, negative
2697, positive, negative
2698, negative, negative
2699, positive, negative
2700, negative, negative
2701, negative, negative
2702, positive, negative
2703, negative, negative
2704, positive, negative
2705, positive, negative
2706, positive, negative
2707, positive, negative
2708, negative, negative
2709, negative, negative
2710, positive, negative
2711, negative, negative
2712, positive, negative
2713, positive, negative
2714, positive, negative
2715, positive, negative
2716, negative, negative
2717, positive, negative
2718, negative, negative
2719, negative, negative
2720, positive, negative
2721, positive, negative
2722, positive, negative
2723, positive, negative
2724, negative, negative
2725, negative, negative
2726, positive, negative
2727, positive, negative
2728, positive, negative
2729, negative, negative
2730, negative, negative
2731, positive, negative
2732, negative, negative
2733, positive, negative
2734, positive, negative
2735, negative, negative
2736, positive, negative
2737, positive, negative
2738, positive, negative
2739, negative, negative
2740, positive, negative
2741, positive, negative
2742, positive, negative
2743, positive, negative
2744, positive, negative
2745, negative, negative
2746, negative, negative
2747, positive, negative
2748, negative, negative
2749, positive, negative
2750, negative, negative
2751, negative, negative
2752, positive, negative
2753, positive, negative
2754, positive, negative
2755, negative, negative
2756, positive, negative
2757, positive, negative
2758, positive, negative
2759, positive, negative
2760, negative, negative
2761, negative, negative
2762, positive, negative
2763, positive, negative
2764, positive, negative
2765, positive, negative
2766, positive, negative
2767, negative, negative
2768, positive, negative
2769, positive, negative
2770, positive, negative
2771, positive, negative
2772, positive, negative
2773, negative, negative
2774, positive, negative
2775, positive, negative
2776, positive, negative
2777, positive, negative
2778, positive, negative
2779, positive, negative
2780, positive, negative
2781, positive, negative
2782, positive, negative
2783, positive, negative
2784, negative, negative
2785, positive, negative
2786, negative, negative
2787, positive, negative
2788, negative, negative
2789, positive, negative
2790, positive, negative
2791, positive, negative
2792, negative, negative
2793, positive, negative
2794, positive, negative
2795, negative, negative
2796, negative, negative
2797, positive, negative
2798, positive, negative
2799, negative, negative
2800, positive, negative
2801, negative, negative
2802, positive, negative
2803, positive, negative
2804, negative, negative
2805, positive, negative
2806, negative, negative
2807, positive, negative
2808, negative, negative
2809, positive, negative
2810, negative, negative
2811, negative, negative
2812, positive, negative
2813, positive, negative
2814, negative, negative
2815, positive, negative
2816, positive, negative
2817, positive, negative
2818, positive, negative
2819, positive, negative
2820, negative, negative
2821, positive, negative
2822, positive, negative
2823, positive, negative
2824, positive, negative
2825, positive, negative
2826, negative, negative
2827, positive, negative
2828, negative, negative
2829, positive, negative
2830, positive, negative
2831, negative, negative
2832, positive, negative
2833, positive, negative
2834, positive, negative
2835, negative, negative
2836, negative, negative
2837, negative, negative
2838, positive, negative
2839, positive, negative
2840, positive, negative
2841, positive, negative
2842, positive, negative
2843, positive, negative
2844, positive, negative
2845, negative, negative
2846, negative, negative
2847, positive, negative
2848, positive, negative
2849, positive, negative
2850, positive, negative
2851, positive, negative
2852, positive, negative
2853, positive, negative
2854, positive, negative
2855, positive, negative
2856, negative, negative
2857, positive, negative
2858, negative, negative
2859, positive, negative
2860, positive, negative
2861, positive, negative
2862, negative, negative
2863, negative, negative
2864, positive, negative
2865, positive, negative
2866, positive, negative
2867, positive, negative
2868, positive, negative
2869, positive, negative
2870, positive, negative
2871, negative, negative
2872, positive, negative
2873, negative, negative
2874, positive, negative
2875, positive, negative
2876, positive, negative
2877, negative, negative
2878, positive, negative
2879, positive, negative
2880, positive, negative
2881, positive, negative
2882, negative, negative
2883, negative, negative
2884, negative, negative
2885, negative, negative
2886, negative, negative
2887, negative, negative
2888, positive, negative
2889, positive, negative
2890, positive, negative
2891, positive, negative
2892, positive, negative
2893, negative, negative
2894, negative, negative
2895, positive, negative
2896, negative, negative
2897, positive, negative
2898, positive, negative
2899, positive, negative
2900, positive, negative
2901, positive, negative
2902, positive, negative
2903, positive, negative
2904, positive, negative
2905, positive, negative
2906, positive, negative
2907, positive, negative
2908, negative, negative
2909, negative, negative
2910, negative, negative
2911, positive, negative
2912, positive, negative
2913, positive, negative
2914, positive, negative
2915, negative, negative
2916, positive, negative
2917, negative, negative
2918, positive, negative
2919, negative, negative
2920, positive, negative
2921, positive, negative
2922, negative, negative
2923, positive, negative
2924, positive, negative
2925, positive, negative
2926, positive, negative
2927, negative, negative
2928, positive, negative
2929, negative, negative
2930, positive, negative
2931, positive, negative
2932, negative, negative
2933, positive, negative
2934, negative, negative
2935, positive, negative
2936, positive, negative
2937, positive, negative
2938, positive, negative
2939, positive, negative
2940, negative, negative
2941, positive, negative
2942, negative, negative
2943, negative, negative
2944, negative, negative
2945, positive, negative
2946, positive, negative
2947, positive, negative
2948, negative, negative
2949, positive, negative
2950, positive, negative
2951, negative, negative
2952, positive, negative
2953, positive, negative
2954, negative, negative
2955, positive, negative
2956, positive, negative
2957, positive, negative
2958, positive, negative
2959, positive, negative
2960, positive, negative
2961, negative, negative
2962, positive, negative
2963, negative, negative
2964, positive, negative
2965, negative, negative
2966, negative, negative
2967, positive, negative
2968, positive, negative
2969, positive, negative
2970, positive, negative
2971, negative, negative
2972, negative, negative
2973, positive, negative
2974, positive, negative
2975, positive, negative
2976, negative, negative
2977, negative, negative
2978, negative, negative
2979, positive, negative
2980, negative, negative
2981, negative, negative
2982, positive, negative
2983, negative, negative
2984, negative, negative
2985, negative, negative
2986, negative, negative
2987, negative, negative
2988, negative, negative
2989, positive, negative
2990, positive, negative
2991, positive, negative
2992, positive, negative
2993, negative, negative
2994, negative, negative
2995, negative, negative
2996, positive, negative
2997, positive, negative
2998, positive, negative
2999, positive, negative
3000, positive, negative
3001, positive, negative
3002, positive, negative
3003, positive, negative
3004, positive, negative
3005, positive, negative
3006, negative, negative
3007, positive, negative
3008, positive, negative
3009, positive, negative
3010, positive, negative
3011, positive, negative
3012, negative, negative
3013, positive, negative
3014, positive, negative
3015, positive, negative
3016, positive, negative
3017, negative, negative
3018, negative, negative
3019, positive, negative
3020, positive, negative
3021, positive, negative
3022, negative, negative
3023, positive, negative
3024, negative, negative
3025, negative, negative
3026, positive, negative
3027, negative, negative
3028, positive, negative
3029, negative, negative
3030, positive, negative
3031, positive, negative
3032, positive, negative
3033, negative, negative
3034, positive, negative
3035, negative, negative
3036, negative, negative
3037, positive, negative
3038, negative, negative
3039, positive, negative
3040, positive, negative
3041, positive, negative
3042, positive, negative
3043, positive, negative
3044, positive, negative
3045, positive, negative
3046, negative, negative
3047, positive, negative
3048, positive, negative
3049, positive, negative
3050, positive, negative
3051, negative, negative
3052, negative, negative
3053, positive, negative
3054, positive, negative
3055, positive, negative
3056, positive, negative
3057, positive, negative
3058, negative, negative
3059, positive, negative
3060, positive, negative
3061, positive, negative
3062, positive, negative
3063, positive, negative
3064, positive, negative
3065, negative, negative
3066, negative, negative
3067, positive, negative
3068, positive, negative
3069, positive, negative
3070, negative, negative
3071, negative, negative
3072, positive, negative
3073, positive, negative
3074, negative, negative
3075, negative, negative
3076, positive, negative
3077, positive, negative
3078, positive, negative
3079, positive, negative
3080, negative, negative
3081, negative, negative
3082, positive, negative
3083, negative, negative
3084, negative, negative
3085, positive, negative
3086, negative, negative
3087, positive, negative
3088, negative, negative
3089, negative, negative
3090, negative, negative
3091, positive, negative
3092, positive, negative
3093, positive, negative
3094, positive, negative
3095, positive, negative
3096, positive, negative
3097, negative, negative
3098, negative, negative
3099, positive, negative
3100, negative, negative
3101, positive, negative
3102, negative, negative
3103, positive, negative
3104, negative, negative
3105, positive, negative
3106, positive, negative
3107, positive, negative
3108, positive, negative
3109, positive, negative
3110, positive, negative
3111, positive, negative
3112, positive, negative
3113, positive, negative
3114, positive, negative
3115, positive, negative
3116, positive, negative
3117, negative, negative
3118, positive, negative
3119, positive, negative
3120, negative, negative
3121, negative, negative
3122, negative, negative
3123, negative, negative
3124, negative, negative
3125, negative, negative
3126, positive, negative
3127, negative, negative
3128, negative, negative
3129, negative, negative
3130, positive, negative
3131, positive, negative
3132, positive, negative
3133, positive, negative
3134, negative, negative
3135, negative, negative
3136, positive, negative
3137, positive, negative
3138, negative, negative
3139, positive, negative
3140, negative, negative
3141, positive, negative
3142, negative, negative
3143, positive, negative
3144, positive, negative
3145, negative, negative
3146, negative, negative
3147, positive, negative
3148, positive, negative
3149, positive, negative
3150, negative, negative
3151, negative, negative
3152, positive, negative
3153, positive, negative
3154, positive, negative
3155, positive, negative
3156, negative, negative
3157, negative, negative
3158, positive, negative
3159, negative, negative
3160, positive, negative
3161, positive, negative
3162, positive, negative
3163, positive, negative
3164, positive, negative
3165, positive, negative
3166, positive, negative
3167, positive, negative
3168, positive, negative
3169, positive, negative
3170, positive, negative
3171, positive, negative
3172, positive, negative
3173, negative, negative
3174, negative, negative
3175, positive, negative
