Training Naive Bayes classifier with frequency mode...
Naive Bayes training complete.

=Performance Metrics:
Confusion Matrix:
[2925, 75]
[399, 783]
Accuracy: 0.8867
Precision: 0.8800
Recall: 0.9750
F1 Score: 0.9250

Predictions Log:
Doc ID, Predicted Class, Actual Class
1636, negative, negative
1637, negative, negative
1638, negative, negative
1639, negative, negative
1640, negative, negative
1641, negative, negative
1642, negative, negative
1643, negative, negative
1644, negative, negative
1645, negative, negative
1646, negative, negative
1647, negative, negative
1648, negative, negative
1649, negative, negative
1650, negative, negative
1651, negative, negative
1652, negative, negative
1653, negative, negative
1654, negative, negative
1655, negative, negative
1656, negative, negative
1657, negative, negative
1658, negative, negative
1659, negative, negative
1660, negative, negative
1661, negative, negative
1662, negative, negative
1663, negative, negative
1664, negative, negative
1665, negative, negative
1666, negative, negative
1667, negative, negative
1668, negative, negative
1669, negative, negative
1670, negative, negative
1671, negative, negative
1672, negative, negative
1673, negative, negative
1674, negative, negative
1675, negative, negative
1676, negative, negative
1677, negative, negative
1678, negative, negative
1679, negative, negative
1680, negative, negative
1681, negative, negative
1682, negative, negative
1683, negative, negative
1684, negative, negative
1685, negative, negative
1686, negative, negative
1687, negative, negative
1688, negative, negative
1689, negative, negative
1690, negative, negative
1691, negative, negative
1692, negative, negative
1693, negative, negative
1694, negative, negative
1695, negative, negative
1696, negative, negative
1697, negative, negative
1698, negative, negative
1699, negative, negative
1700, negative, negative
1701, negative, negative
1702, negative, negative
1703, negative, negative
1704, negative, negative
1705, negative, negative
1706, negative, negative
1707, negative, negative
1708, negative, negative
1709, negative, negative
1710, negative, negative
1711, negative, negative
1712, negative, negative
1713, negative, negative
1714, negative, negative
1715, positive, negative
1716, negative, negative
1717, negative, negative
1718, negative, negative
1719, negative, negative
1720, negative, negative
1721, negative, negative
1722, negative, negative
1723, negative, negative
1724, negative, negative
1725, negative, negative
1726, negative, negative
1727, negative, negative
1728, negative, negative
1729, negative, negative
1730, negative, negative
1731, negative, negative
1732, negative, negative
1733, negative, negative
1734, negative, negative
1735, negative, negative
1736, negative, negative
1737, negative, negative
1738, negative, negative
1739, negative, negative
1740, negative, negative
1741, negative, negative
1742, negative, negative
1743, negative, negative
1744, negative, negative
1745, negative, negative
1746, negative, negative
1747, negative, negative
1748, negative, negative
1749, negative, negative
1750, negative, negative
1751, negative, negative
1752, negative, negative
1753, negative, negative
1754, negative, negative
1755, negative, negative
1756, negative, negative
1757, positive, negative
1758, negative, negative
1759, negative, negative
1760, negative, negative
1761, negative, negative
1762, negative, negative
1763, negative, negative
1764, negative, negative
1765, negative, negative
1766, negative, negative
1767, negative, negative
1768, negative, negative
1769, negative, negative
1770, negative, negative
1771, negative, negative
1772, negative, negative
1773, negative, negative
1774, negative, negative
1775, negative, negative
1776, negative, negative
1777, negative, negative
1778, negative, negative
1779, negative, negative
1780, negative, negative
1781, negative, negative
1782, negative, negative
1783, negative, negative
1784, negative, negative
1785, negative, negative
1786, negative, negative
1787, negative, negative
1788, negative, negative
1789, negative, negative
1790, negative, negative
1791, negative, negative
1792, negative, negative
1793, negative, negative
1794, positive, negative
1795, negative, negative
1796, negative, negative
1797, negative, negative
1798, negative, negative
1799, negative, negative
1800, negative, negative
1801, negative, negative
1802, negative, negative
1803, negative, negative
1804, negative, negative
1805, negative, negative
1806, negative, negative
1807, negative, negative
1808, negative, negative
1809, negative, negative
1810, negative, negative
1811, negative, negative
1812, negative, negative
1813, negative, negative
1814, negative, negative
1815, negative, negative
1816, negative, negative
1817, negative, negative
1818, negative, negative
1819, negative, negative
1820, negative, negative
1821, negative, negative
1822, negative, negative
1823, negative, negative
1824, negative, negative
1825, negative, negative
1826, negative, negative
1827, negative, negative
1828, negative, negative
1829, negative, negative
1830, negative, negative
1831, negative, negative
1832, negative, negative
1833, negative, negative
1834, negative, negative
1835, negative, negative
1836, negative, negative
1837, negative, negative
1838, negative, negative
1839, negative, negative
1840, negative, negative
1841, negative, negative
1842, negative, negative
1843, negative, negative
1844, negative, negative
1845, negative, negative
1846, negative, negative
1847, negative, negative
1848, negative, negative
1849, negative, negative
1850, negative, negative
1851, negative, negative
1852, negative, negative
1853, negative, negative
1854, negative, negative
1855, negative, negative
1856, negative, negative
1857, negative, negative
1858, negative, negative
1859, negative, negative
1860, negative, negative
1861, negative, negative
1862, negative, negative
1863, negative, negative
1864, negative, negative
1865, negative, negative
1866, negative, negative
1867, negative, negative
1868, negative, negative
1869, negative, negative
1870, negative, negative
1871, positive, negative
1872, negative, negative
1873, negative, negative
1874, negative, negative
1875, negative, negative
1876, negative, negative
1877, negative, negative
1878, negative, negative
1879, negative, negative
1880, negative, negative
1881, negative, negative
1882, negative, negative
1883, negative, negative
1884, negative, negative
1885, negative, negative
1886, negative, negative
1887, negative, negative
1888, negative, negative
1889, negative, negative
1890, negative, negative
1891, negative, negative
1892, negative, negative
1893, negative, negative
1894, negative, negative
1895, negative, negative
1896, negative, negative
1897, negative, negative
1898, negative, negative
1899, negative, negative
1900, negative, negative
1901, negative, negative
1902, negative, negative
1903, negative, negative
1904, negative, negative
1905, negative, negative
1906, negative, negative
1907, negative, negative
1908, negative, negative
1909, negative, negative
1910, negative, negative
1911, negative, negative
1912, negative, negative
1913, negative, negative
1914, negative, negative
1915, negative, negative
1916, negative, negative
1917, negative, negative
1918, negative, negative
1919, negative, negative
1920, negative, negative
1921, negative, negative
1922, negative, negative
1923, negative, negative
1924, negative, negative
1925, negative, negative
1926, negative, negative
1927, positive, negative
1928, negative, negative
1929, negative, negative
1930, negative, negative
1931, negative, negative
1932, negative, negative
1933, negative, negative
1934, negative, negative
1935, negative, negative
1936, negative, negative
1937, negative, negative
1938, negative, negative
1939, negative, negative
1940, negative, negative
1941, negative, negative
1942, negative, negative
1943, negative, negative
1944, negative, negative
1945, negative, negative
1946, negative, negative
1947, negative, negative
1948, negative, negative
1949, negative, negative
1950, negative, negative
1951, negative, negative
1952, negative, negative
1953, negative, negative
1954, negative, negative
1955, negative, negative
1956, negative, negative
1957, negative, negative
1958, negative, negative
1959, negative, negative
1960, negative, negative
1961, negative, negative
1962, negative, negative
1963, negative, negative
1964, negative, negative
1965, negative, negative
1966, negative, negative
1967, negative, negative
1968, negative, negative
1969, negative, negative
1970, negative, negative
1971, negative, negative
1972, negative, negative
1973, negative, negative
1974, negative, negative
1975, negative, negative
1976, positive, negative
1977, negative, negative
1978, negative, negative
1979, negative, negative
1980, negative, negative
1981, negative, negative
1982, negative, negative
1983, negative, negative
1984, positive, negative
1985, negative, negative
1986, negative, negative
1987, negative, negative
1988, negative, negative
1989, negative, negative
1990, negative, negative
1991, negative, negative
1992, negative, negative
1993, negative, negative
1994, negative, negative
1995, negative, negative
1996, negative, negative
1997, negative, negative
1998, negative, negative
1999, negative, negative
2000, negative, negative
2001, negative, negative
2002, negative, negative
2003, negative, negative
2004, negative, negative
2005, negative, negative
2006, negative, negative
2007, negative, negative
2008, negative, negative
2009, negative, negative
2010, negative, negative
2011, negative, negative
2012, negative, negative
2013, negative, negative
2014, negative, negative
2015, negative, negative
2016, negative, negative
2017, negative, negative
2018, negative, negative
2019, negative, negative
2020, negative, negative
2021, negative, negative
2022, negative, negative
2023, negative, negative
2024, negative, negative
2025, negative, negative
2026, negative, negative
2027, negative, negative
2028, negative, negative
2029, negative, negative
2030, negative, negative
2031, negative, negative
2032, negative, negative
2033, negative, negative
2034, negative, negative
2035, negative, negative
2036, negative, negative
2037, negative, negative
2038, negative, negative
2039, negative, negative
2040, negative, negative
2041, negative, negative
2042, negative, negative
2043, negative, negative
2044, negative, negative
2045, negative, negative
2046, negative, negative
2047, negative, negative
2048, negative, negative
2049, negative, negative
2050, negative, negative
2051, negative, negative
2052, negative, negative
2053, positive, negative
2054, negative, negative
2055, negative, negative
2056, negative, negative
2057, negative, negative
2058, negative, negative
2059, negative, negative
2060, negative, negative
2061, negative, negative
2062, negative, negative
2063, negative, negative
2064, negative, negative
2065, negative, negative
2066, negative, negative
2067, negative, negative
2068, negative, negative
2069, negative, negative
2070, negative, negative
2071, negative, negative
2072, negative, negative
2073, negative, negative
2074, negative, negative
2075, negative, negative
2076, negative, negative
2077, negative, negative
2078, negative, negative
2079, negative, negative
2080, negative, negative
2081, negative, negative
2082, negative, negative
2083, negative, negative
2084, negative, negative
2085, negative, negative
2086, negative, negative
2087, negative, negative
2088, negative, negative
2089, negative, negative
2090, negative, negative
2091, negative, negative
2092, negative, negative
2093, negative, negative
2094, negative, negative
2095, negative, negative
2096, negative, negative
2097, negative, negative
2098, negative, negative
2099, negative, negative
2100, negative, negative
2101, negative, negative
2102, negative, negative
2103, negative, negative
2104, negative, negative
2105, negative, negative
2106, negative, negative
2107, negative, negative
2108, negative, negative
2109, negative, negative
2110, negative, negative
2111, negative, negative
2112, negative, negative
2113, negative, negative
2114, negative, negative
2115, negative, negative
2116, negative, negative
2117, negative, negative
2118, negative, negative
2119, negative, negative
2120, negative, negative
2121, negative, negative
2122, negative, negative
2123, negative, negative
2124, negative, negative
2125, negative, negative
2126, negative, negative
2127, negative, negative
2128, negative, negative
2129, negative, negative
2130, negative, negative
2131, negative, negative
2132, negative, negative
2133, negative, negative
2134, negative, negative
2135, negative, negative
2136, negative, negative
2137, negative, negative
2138, negative, negative
2139, negative, negative
2140, negative, negative
2141, negative, negative
2142, negative, negative
2143, negative, negative
2144, negative, negative
2145, negative, negative
2146, negative, negative
2147, negative, negative
2148, positive, negative
2149, negative, negative
2150, negative, negative
2151, negative, negative
2152, negative, negative
2153, negative, negative
2154, negative, negative
2155, negative, negative
2156, negative, negative
2157, negative, negative
2158, negative, negative
2159, negative, negative
2160, negative, negative
2161, negative, negative
2162, negative, negative
2163, negative, negative
2164, negative, negative
2165, negative, negative
2166, negative, negative
2167, negative, negative
2168, negative, negative
2169, negative, negative
2170, negative, negative
2171, negative, negative
2172, negative, negative
2173, negative, negative
2174, negative, negative
2175, negative, negative
2176, negative, negative
2177, negative, negative
2178, negative, negative
2179, negative, negative
2180, negative, negative
2181, negative, negative
2182, negative, negative
2183, negative, negative
2184, negative, negative
2185, negative, negative
2186, negative, negative
2187, negative, negative
2188, negative, negative
2189, negative, negative
2190, negative, negative
2191, negative, negative
2192, negative, negative
2193, negative, negative
2194, negative, negative
2195, negative, negative
2196, negative, negative
2197, negative, negative
2198, negative, negative
2199, negative, negative
2200, negative, negative
2201, negative, negative
2202, negative, negative
2203, negative, negative
2204, negative, negative
2205, negative, negative
2206, negative, negative
2207, negative, negative
2208, negative, negative
2209, negative, negative
2210, negative, negative
2211, negative, negative
2212, negative, negative
2213, negative, negative
2214, negative, negative
2215, negative, negative
2216, negative, negative
2217, negative, negative
2218, negative, negative
2219, negative, negative
2220, negative, negative
2221, negative, negative
2222, negative, negative
2223, negative, negative
2224, negative, negative
2225, positive, negative
2226, negative, negative
2227, negative, negative
2228, negative, negative
2229, negative, negative
2230, negative, negative
2231, negative, negative
2232, negative, negative
2233, positive, negative
2234, negative, negative
2235, negative, negative
2236, negative, negative
2237, negative, negative
2238, negative, negative
2239, negative, negative
2240, negative, negative
2241, negative, negative
2242, positive, negative
2243, negative, negative
2244, negative, negative
2245, negative, negative
2246, negative, negative
2247, negative, negative
2248, negative, negative
2249, negative, negative
2250, negative, negative
2251, negative, negative
2252, negative, negative
2253, negative, negative
2254, negative, negative
2255, negative, negative
2256, negative, negative
2257, negative, negative
2258, negative, negative
2259, negative, negative
2260, negative, negative
2261, negative, negative
2262, negative, negative
2263, negative, negative
2264, negative, negative
2265, negative, negative
2266, negative, negative
2267, negative, negative
2268, negative, negative
2269, negative, negative
2270, negative, negative
2271, negative, negative
2272, negative, negative
2273, negative, negative
2274, negative, negative
2275, negative, negative
2276, negative, negative
2277, negative, negative
2278, negative, negative
2279, negative, negative
2280, negative, negative
2281, negative, negative
2282, negative, negative
2283, negative, negative
2284, negative, negative
2285, negative, negative
2286, negative, negative
2287, negative, negative
2288, negative, negative
2289, negative, negative
2290, negative, negative
2291, negative, negative
2292, negative, negative
2293, negative, negative
2294, negative, negative
2295, negative, negative
2296, negative, negative
2297, negative, negative
2298, negative, negative
2299, negative, negative
2300, negative, negative
2301, negative, negative
2302, positive, negative
2303, negative, negative
2304, negative, negative
2305, negative, negative
2306, negative, negative
2307, negative, negative
2308, negative, negative
2309, negative, negative
2310, negative, negative
2311, negative, negative
2312, negative, negative
2313, negative, negative
2314, negative, negative
2315, negative, negative
2316, negative, negative
2317, negative, negative
2318, negative, negative
2319, negative, negative
2320, negative, negative
2321, negative, negative
2322, negative, negative
2323, negative, negative
2324, negative, negative
2325, negative, negative
2326, negative, negative
2327, negative, negative
2328, negative, negative
2329, negative, negative
2330, negative, negative
2331, negative, negative
2332, negative, negative
2333, negative, negative
2334, negative, negative
2335, negative, negative
2336, negative, negative
2337, negative, negative
2338, negative, negative
2339, negative, negative
2340, negative, negative
2341, positive, negative
2342, negative, negative
2343, negative, negative
2344, negative, negative
2345, negative, negative
2346, negative, negative
2347, negative, negative
2348, negative, negative
2349, negative, negative
2350, negative, negative
2351, negative, negative
2352, negative, negative
2353, negative, negative
2354, negative, negative
2355, negative, negative
2356, negative, negative
2357, negative, negative
2358, negative, negative
2359, negative, negative
2360, negative, negative
2361, negative, negative
2362, negative, negative
2363, negative, negative
2364, negative, negative
2365, negative, negative
2366, negative, negative
2367, negative, negative
2368, negative, negative
2369, negative, negative
2370, negative, negative
2371, negative, negative
2372, negative, negative
2373, negative, negative
2374, negative, negative
2375, negative, negative
2376, negative, negative
2377, negative, negative
2378, negative, negative
2379, negative, negative
2380, negative, negative
2381, negative, negative
2382, negative, negative
2383, negative, negative
2384, negative, negative
2385, negative, negative
2386, negative, negative
2387, negative, negative
2388, negative, negative
2389, negative, negative
2390, negative, negative
2391, negative, negative
2392, negative, negative
2393, negative, negative
2394, negative, negative
2395, negative, negative
2396, negative, negative
2397, negative, negative
2398, negative, negative
2399, negative, negative
2400, negative, negative
2401, negative, negative
2402, negative, negative
2403, negative, negative
2404, negative, negative
2405, negative, negative
2406, negative, negative
2407, negative, negative
2408, negative, negative
2409, negative, negative
2410, negative, negative
2411, negative, negative
2412, negative, negative
2413, negative, negative
2414, negative, negative
2415, negative, negative
2416, negative, negative
2417, positive, negative
2418, negative, negative
2419, negative, negative
2420, negative, negative
2421, negative, negative
2422, negative, negative
2423, negative, negative
2424, negative, negative
2425, negative, negative
2426, negative, negative
2427, negative, negative
2428, negative, negative
2429, negative, negative
2430, negative, negative
2431, negative, negative
2432, negative, negative
2433, negative, negative
2434, negative, negative
2435, negative, negative
2436, negative, negative
2437, negative, negative
2438, negative, negative
2439, negative, negative
2440, negative, negative
2441, negative, negative
2442, negative, negative
2443, negative, negative
2444, negative, negative
2445, negative, negative
2446, positive, negative
2447, negative, negative
2448, negative, negative
2449, negative, negative
2450, negative, negative
2451, positive, negative
2452, negative, negative
2453, negative, negative
2454, negative, negative
2455, negative, negative
2456, negative, negative
2457, negative, negative
2458, negative, negative
2459, negative, negative
2460, negative, negative
2461, negative, negative
2462, negative, negative
2463, negative, negative
2464, negative, negative
2465, negative, negative
2466, negative, negative
2467, negative, negative
2468, negative, negative
2469, negative, negative
2470, negative, negative
2471, negative, negative
2472, negative, negative
2473, negative, negative
2474, negative, negative
2475, negative, negative
2476, negative, negative
2477, negative, negative
2478, negative, negative
2479, negative, negative
2480, negative, negative
2481, negative, negative
2482, negative, negative
2483, negative, negative
2484, negative, negative
2485, negative, negative
2486, negative, negative
2487, negative, negative
2488, negative, negative
2489, negative, negative
2490, negative, negative
2491, negative, negative
2492, negative, negative
2493, negative, negative
2494, negative, negative
2495, negative, negative
2496, negative, negative
2497, negative, negative
2498, negative, negative
2499, negative, negative
2500, negative, negative
2501, negative, negative
2502, negative, negative
2503, negative, negative
2504, negative, negative
2505, negative, negative
2506, negative, negative
2507, negative, negative
2508, negative, negative
2509, negative, negative
2510, negative, negative
2511, negative, negative
2512, negative, negative
2513, negative, negative
2514, negative, negative
2515, negative, negative
2516, negative, negative
2517, negative, negative
2518, negative, negative
2519, negative, negative
2520, negative, negative
2521, negative, negative
2522, negative, negative
2523, negative, negative
2524, negative, negative
2525, negative, negative
2526, negative, negative
2527, negative, negative
2528, negative, negative
2529, negative, negative
2530, negative, negative
2531, negative, negative
2532, negative, negative
2533, negative, negative
2534, negative, negative
2535, negative, negative
2536, negative, negative
2537, negative, negative
2538, negative, negative
2539, negative, negative
2540, negative, negative
2541, negative, negative
2542, negative, negative
2543, negative, negative
2544, negative, negative
2545, negative, negative
2546, negative, negative
2547, negative, negative
2548, negative, negative
2549, negative, negative
2550, negative, negative
2551, negative, negative
2552, negative, negative
2553, negative, negative
2554, negative, negative
2555, negative, negative
2556, positive, negative
2557, negative, negative
2558, negative, negative
2559, negative, negative
2560, negative, negative
2561, negative, negative
2562, negative, negative
2563, negative, negative
2564, negative, negative
2565, negative, negative
2566, negative, negative
2567, negative, negative
2568, negative, negative
2569, negative, negative
2570, negative, negative
2571, negative, negative
2572, negative, negative
2573, positive, negative
2574, negative, negative
2575, negative, negative
2576, negative, negative
2577, negative, negative
2578, negative, negative
2579, negative, negative
2580, negative, negative
2581, negative, negative
2582, negative, negative
2583, negative, negative
2584, negative, negative
2585, negative, negative
2586, negative, negative
2587, negative, negative
2588, negative, negative
2589, negative, negative
2590, negative, negative
2591, negative, negative
2592, negative, negative
2593, negative, negative
2594, negative, negative
2595, negative, negative
2596, negative, negative
2597, negative, negative
2598, negative, negative
2599, negative, negative
2600, negative, negative
2601, negative, negative
2602, negative, negative
2603, negative, negative
2604, negative, negative
2605, negative, negative
2606, negative, negative
2607, negative, negative
2608, negative, negative
2609, negative, negative
2610, negative, negative
2611, negative, negative
2612, negative, negative
2613, negative, negative
2614, negative, negative
2615, negative, negative
2616, negative, negative
2617, negative, negative
2618, negative, negative
2619, negative, negative
2620, negative, negative
2621, negative, negative
2622, negative, negative
2623, negative, negative
2624, positive, negative
2625, positive, negative
2626, negative, negative
2627, negative, negative
2628, negative, negative
2629, negative, negative
2630, negative, negative
2631, negative, negative
2632, negative, negative
2633, negative, negative
2634, negative, negative
2635, negative, negative
2636, negative, negative
2637, negative, negative
2638, positive, negative
2639, negative, negative
2640, negative, negative
2641, negative, negative
2642, negative, negative
2643, negative, negative
2644, negative, negative
2645, negative, negative
2646, negative, negative
2647, negative, negative
2648, negative, negative
2649, negative, negative
2650, negative, negative
2651, negative, negative
2652, negative, negative
2653, negative, negative
2654, negative, negative
2655, negative, negative
2656, negative, negative
2657, negative, negative
2658, negative, negative
2659, negative, negative
2660, negative, negative
2661, negative, negative
2662, negative, negative
2663, negative, negative
2664, negative, negative
2665, negative, negative
2666, negative, negative
2667, negative, negative
2668, negative, negative
2669, negative, negative
2670, negative, negative
2671, negative, negative
2672, negative, negative
2673, negative, negative
2674, negative, negative
2675, negative, negative
2676, negative, negative
2677, negative, negative
2678, negative, negative
2679, negative, negative
2680, negative, negative
2681, negative, negative
2682, negative, negative
2683, negative, negative
2684, negative, negative
2685, negative, negative
2686, negative, negative
2687, negative, negative
2688, negative, negative
2689, negative, negative
2690, negative, negative
2691, negative, negative
2692, negative, negative
2693, negative, negative
2694, negative, negative
2695, negative, negative
2696, negative, negative
2697, negative, negative
2698, negative, negative
2699, negative, negative
2700, negative, negative
2701, positive, negative
2702, negative, negative
2703, negative, negative
2704, negative, negative
2705, negative, negative
2706, negative, negative
2707, negative, negative
2708, negative, negative
2709, negative, negative
2710, negative, negative
2711, negative, negative
2712, negative, negative
2713, negative, negative
2714, negative, negative
2715, negative, negative
2716, negative, negative
2717, negative, negative
2718, negative, negative
2719, negative, negative
2720, negative, negative
2721, negative, negative
2722, negative, negative
2723, negative, negative
2724, negative, negative
2725, negative, negative
2726, negative, negative
2727, negative, negative
2728, negative, negative
2729, negative, negative
2730, negative, negative
2731, negative, negative
2732, negative, negative
2733, negative, negative
2734, negative, negative
2735, negative, negative
2736, negative, negative
2737, negative, negative
2738, negative, negative
2739, negative, negative
2740, negative, negative
2741, negative, negative
2742, negative, negative
2743, negative, negative
2744, negative, negative
2745, negative, negative
2746, negative, negative
2747, negative, negative
2748, negative, negative
2749, negative, negative
2750, negative, negative
2751, negative, negative
2752, negative, negative
2753, negative, negative
2754, negative, negative
2755, negative, negative
2756, negative, negative
2757, negative, negative
2758, negative, negative
2759, negative, negative
2760, negative, negative
2761, negative, negative
2762, negative, negative
2763, negative, negative
2764, negative, negative
2765, negative, negative
2766, negative, negative
2767, negative, negative
2768, negative, negative
2769, negative, negative
2770, negative, negative
2771, negative, negative
2772, negative, negative
2773, negative, negative
2774, negative, negative
2775, negative, negative
2776, negative, negative
2777, negative, negative
2778, negative, negative
2779, negative, negative
2780, negative, negative
2781, negative, negative
2782, negative, negative
2783, negative, negative
2784, negative, negative
2785, negative, negative
2786, negative, negative
2787, negative, negative
2788, negative, negative
2789, negative, negative
2790, negative, negative
2791, negative, negative
2792, negative, negative
2793, negative, negative
2794, negative, negative
2795, negative, negative
2796, negative, negative
2797, negative, negative
2798, negative, negative
2799, negative, negative
2800, negative, negative
2801, negative, negative
2802, negative, negative
2803, negative, negative
2804, negative, negative
2805, negative, negative
2806, negative, negative
2807, negative, negative
2808, negative, negative
2809, negative, negative
2810, negative, negative
2811, negative, negative
2812, negative, negative
2813, negative, negative
2814, negative, negative
2815, negative, negative
2816, negative, negative
2817, negative, negative
2818, negative, negative
2819, negative, negative
2820, negative, negative
2821, negative, negative
2822, positive, negative
2823, negative, negative
2824, negative, negative
2825, negative, negative
2826, negative, negative
2827, negative, negative
2828, negative, negative
2829, negative, negative
2830, negative, negative
2831, negative, negative
2832, negative, negative
2833, negative, negative
2834, negative, negative
2835, negative, negative
2836, negative, negative
2837, negative, negative
2838, negative, negative
2839, negative, negative
2840, negative, negative
2841, negative, negative
2842, negative, negative
2843, negative, negative
2844, negative, negative
2845, negative, negative
2846, negative, negative
2847, negative, negative
2848, negative, negative
2849, negative, negative
2850, negative, negative
2851, negative, negative
2852, negative, negative
2853, negative, negative
2854, negative, negative
2855, negative, negative
2856, negative, negative
2857, negative, negative
2858, negative, negative
2859, negative, negative
2860, negative, negative
2861, negative, negative
2862, negative, negative
2863, negative, negative
2864, negative, negative
2865, negative, negative
2866, negative, negative
2867, negative, negative
2868, negative, negative
2869, negative, negative
2870, negative, negative
2871, negative, negative
2872, negative, negative
2873, negative, negative
2874, negative, negative
2875, negative, negative
2876, negative, negative
2877, negative, negative
2878, negative, negative
2879, negative, negative
2880, negative, negative
2881, negative, negative
2882, negative, negative
2883, negative, negative
2884, negative, negative
2885, negative, negative
2886, negative, negative
2887, negative, negative
2888, negative, negative
2889, negative, negative
2890, negative, negative
2891, negative, negative
2892, negative, negative
2893, negative, negative
2894, negative, negative
2895, negative, negative
2896, negative, negative
2897, negative, negative
2898, negative, negative
2899, negative, negative
2900, negative, negative
2901, positive, negative
2902, negative, negative
2903, negative, negative
2904, negative, negative
2905, negative, negative
2906, positive, negative
2907, negative, negative
2908, negative, negative
2909, positive, negative
2910, negative, negative
2911, negative, negative
2912, negative, negative
2913, negative, negative
2914, negative, negative
2915, negative, negative
2916, negative, negative
2917, negative, negative
2918, negative, negative
2919, negative, negative
2920, negative, negative
2921, negative, negative
2922, negative, negative
2923, negative, negative
2924, negative, negative
2925, positive, negative
2926, negative, negative
2927, negative, negative
2928, negative, negative
2929, negative, negative
2930, negative, negative
2931, negative, negative
2932, negative, negative
2933, negative, negative
2934, negative, negative
2935, negative, negative
2936, negative, negative
2937, negative, negative
2938, negative, negative
2939, negative, negative
2940, negative, negative
2941, negative, negative
2942, negative, negative
2943, negative, negative
2944, negative, negative
2945, negative, negative
2946, negative, negative
2947, negative, negative
2948, negative, negative
2949, negative, negative
2950, negative, negative
2951, negative, negative
2952, positive, negative
2953, negative, negative
2954, negative, negative
2955, negative, negative
2956, negative, negative
2957, negative, negative
2958, negative, negative
2959, negative, negative
2960, negative, negative
2961, negative, negative
2962, negative, negative
2963, negative, negative
2964, negative, negative
2965, positive, negative
2966, negative, negative
2967, negative, negative
2968, negative, negative
2969, negative, negative
2970, negative, negative
2971, negative, negative
2972, negative, negative
2973, negative, negative
2974, negative, negative
2975, negative, negative
2976, negative, negative
2977, negative, negative
2978, negative, negative
2979, negative, negative
2980, negative, negative
2981, negative, negative
2982, negative, negative
2983, negative, negative
2984, negative, negative
2985, negative, negative
2986, negative, negative
2987, negative, negative
2988, negative, negative
2989, negative, negative
2990, positive, negative
2991, negative, negative
2992, negative, negative
2993, negative, negative
2994, negative, negative
2995, negative, negative
2996, negative, negative
2997, negative, negative
2998, negative, negative
2999, negative, negative
3000, negative, negative
3001, negative, negative
3002, negative, negative
3003, negative, negative
3004, negative, negative
3005, negative, negative
3006, negative, negative
3007, negative, negative
3008, negative, negative
3009, negative, negative
3010, negative, negative
3011, negative, negative
3012, negative, negative
3013, negative, negative
3014, positive, negative
3015, negative, negative
3016, negative, negative
3017, negative, negative
3018, negative, negative
3019, negative, negative
3020, negative, negative
3021, negative, negative
3022, negative, negative
3023, negative, negative
3024, negative, negative
3025, negative, negative
3026, negative, negative
3027, negative, negative
3028, positive, negative
3029, negative, negative
3030, negative, negative
3031, negative, negative
3032, negative, negative
3033, negative, negative
3034, negative, negative
3035, negative, negative
3036, negative, negative
3037, negative, negative
3038, negative, negative
3039, negative, negative
3040, negative, negative
3041, negative, negative
3042, negative, negative
3043, negative, negative
3044, negative, negative
3045, positive, negative
3046, negative, negative
3047, negative, negative
3048, negative, negative
3049, negative, negative
3050, negative, negative
3051, negative, negative
3052, negative, negative
3053, negative, negative
3054, negative, negative
3055, negative, negative
3056, negative, negative
3057, negative, negative
3058, negative, negative
3059, negative, negative
3060, negative, negative
3061, negative, negative
3062, negative, negative
3063, negative, negative
3064, negative, negative
3065, negative, negative
3066, negative, negative
3067, negative, negative
3068, negative, negative
3069, positive, negative
3070, negative, negative
3071, negative, negative
3072, negative, negative
3073, negative, negative
3074, negative, negative
3075, negative, negative
3076, negative, negative
3077, negative, negative
3078, negative, negative
3079, negative, negative
3080, negative, negative
3081, negative, negative
3082, negative, negative
3083, negative, negative
3084, negative, negative
3085, negative, negative
3086, negative, negative
3087, negative, negative
3088, negative, negative
3089, negative, negative
3090, negative, negative
3091, negative, negative
3092, negative, negative
3093, negative, negative
3094, negative, negative
3095, negative, negative
3096, negative, negative
3097, negative, negative
3098, negative, negative
3099, negative, negative
3100, negative, negative
3101, negative, negative
3102, negative, negative
3103, negative, negative
3104, negative, negative
3105, negative, negative
3106, negative, negative
3107, negative, negative
3108, negative, negative
3109, negative, negative
3110, positive, negative
3111, positive, negative
3112, negative, negative
3113, negative, negative
3114, negative, negative
3115, negative, negative
3116, negative, negative
3117, negative, negative
3118, negative, negative
3119, negative, negative
3120, negative, negative
3121, negative, negative
3122, positive, negative
3123, negative, negative
3124, negative, negative
3125, negative, negative
3126, negative, negative
3127, negative, negative
3128, negative, negative
3129, negative, negative
3130, negative, negative
3131, negative, negative
3132, negative, negative
3133, negative, negative
3134, negative, negative
3135, negative, negative
3136, negative, negative
3137, negative, negative
3138, negative, negative
3139, negative, negative
3140, negative, negative
3141, negative, negative
3142, negative, negative
3143, negative, negative
3144, negative, negative
3145, negative, negative
3146, negative, negative
3147, negative, negative
3148, negative, negative
3149, negative, negative
3150, negative, negative
3151, negative, negative
3152, negative, negative
3153, negative, negative
3154, negative, negative
3155, negative, negative
3156, negative, negative
3157, negative, negative
3158, negative, negative
3159, negative, negative
3160, negative, negative
3161, negative, negative
3162, negative, negative
3163, negative, negative
3164, negative, negative
3165, negative, negative
3166, negative, negative
3167, negative, negative
3168, negative, negative
3169, negative, negative
3170, negative, negative
3171, negative, negative
3172, negative, negative
3173, negative, negative
3174, negative, negative
3175, negative, negative
